,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
102,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2315-edificio-libitum-santiago-de-surco-lima-lima-vitain,Edificio Libitum,-12.1226615,-76.9811656,Jirón Batallón Callao Norte 173,Santiago De Surco,Entrega inmediata,"31 de Marzo, 2023",BBVA,"['Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,608,Piso: 6,3,138.56 m2,"S/ 977,751"
5992,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3363-slim-lince-lima-lima-grupo-tyc,SLIM,-12.080354963790509,-77.0348507088109,"Av. Arequipa 1587, Lince",Lince,En planos,"31 de Diciembre, 2026",Financiamiento Propio,"['Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 8,Pisos: Entre 2 al 23,1,51.48 m2,"S/ 347,315"
985,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2762-monte-mayor-177-santiago-de-surco-lima-lima-grupo-edifikarte,MONTE MAYOR 177,-12.1144915,-76.9868623,Monte Mayor 177 Surco,Santiago De Surco,Entrega inmediata,"31 de Agosto, 2024",Banco BCP,"['Areas verdes', 'Cuarto servicio', 'Lobby', 'Video vigilancia']",flat,B,"Pisos: 2, 5, 6",3,118.66 m2,"S/ 1,079,000"
3012,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2348-alto-gaviotas-chorrillos-lima-lima-stella-inmobiliaria,ALTO GAVIOTAS,-12.1788129,-77.0067524,Av las Gaviotas 440 - Chorrillos.,Chorrillos,Entrega inmediata,"20 de Julio, 2024",Banco BCP,"['Boulevard peatonal', 'Lobby', 'Minimarket', 'Piscina', 'Sala de usos Múltiples', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T2 X04,Piso: 5,2,64.00 m2,"S/ 397,000"
1610,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1949-brasil-3395-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,BRASIL 3395,-12.0908564,-77.06650599999999,Av Brasil 3395,Magdalena Del Mar,Entrega inmediata,"01 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 5,Pisos: Entre 3 al 20,3,71.15 m2,"S/ 472,200"
4290,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2821-mandala-pueblo-libre-lima-lima-beca-inmobiliaria,Mandala,-12.0709073,-77.066846,"Jr. Abraham Valdelomar 522 - 528, Urb. San Bernardo - Pueblo Libre",Pueblo Libre,Entrega inmediata,"31 de Diciembre, 2023",Banco Scotiabank,"['Lobby', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,X04-C,Piso: 9,3,78.08 m2,"S/ 620,000"
842,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X209,Piso: 2,3,66.78 m2,"S/ 330,000"
6424,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2382-lasso-467-san-luis-lima-lima-promsal,Lasso 467,-12.074638222416803,-76.99624312188297,av. agustin de la rosa toro 467,San Luis,Entrega inmediata,"30 de Abril, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",duplex,1702,Piso: 17,2,149.29 m2,"S/ 686,428"
4758,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,607,Piso: 6,1,46.30 m2,"S/ 340,000"
3838,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3221-casa-barranco-195-barranco-lima-lima-gdc-inmobiliaria,Casa Barranco 195,-12.1409252,-77.0201024,Bustamante 195,Barranco,En planos,"30 de Junio, 2025",Banco Scotiabank,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,X011,Piso: 8,2,62.87 m2,"S/ 614,835"
1584,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3311-homely-pueblo-libre-lima-lima-grupo-sol,HOMELY,-12.07084343101559,-77.06322830434485,jr mariano arce 233,Pueblo Libre,En planos,"31 de Octubre, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO X03,"Pisos: 2, 3, 4, 5, 6",3,66.60 m2,"S/ 449,000"
2412,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3405-serenity-santiago-de-surco-lima-lima-madrid-inmobiliaria,Serenity,-12.1225917,-76.9750792,Jr. El Cascajal 206,Santiago De Surco,En planos,"31 de Julio, 2026",BBVA,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Parrillas']",duplex,Penthouse 3B,Piso: 6,2,171.88 m2,"S/ 916,000"
2179,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1918-muvin-lince-lima-lima-cosapi,MUVIN,-12.08216994328835,-77.02847027765532,Av. Prolongación Iquitos 1870,Lince,Entrega inmediata,"30 de Abril, 2024",Banco BANBIF,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Departamento tipo X07,Piso: 2,1,48.46 m2,"S/ 432,197"
5261,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,Piknik Park,-12.120166280699031,-77.02497511242711,Avenida Paseo de la republica 5613,Miraflores,En construcción,"31 de Julio, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,5,"Pisos: 4, 5, 6, 7",1,47.35 m2,"S/ 428,200"
4992,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X10-B,"Pisos: 3, 5, 7",2,64.34 m2,"S/ 509,000"
5086,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3037-residencial-salamanca-de-monterrico-17-ate-lima-lima-eficaxx-grupo-inmobiliario,Residencial Salamanca de Monterrico 17,-12.07698935103604,-76.98725551026023,Calle Los Olmos con Los Helechos,Ate,En construcción,"31 de Diciembre, 2024",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",duplex,802,Piso: 8,2,92.35 m2,"S/ 515,000"
5366,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,Santorini,-12.073561795487,-77.03112064660345,Av. Alejandro Tirado 731,Cercado de lima,En construcción,"01 de Marzo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,S48,Pisos: Entre 7 al 30,1,43.60 m2,"S/ 274,451"
3379,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3255-clovis-620-pueblo-libre-lima-lima-jopesa,Clovis 620,-12.0728997,-77.0666018,Jr. Clovis 620-622,Pueblo Libre,En planos,"31 de Diciembre, 2025",Banco Interbank,"['Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,X02,"Pisos: 4, 5, 6, 7",3,71.32 m2,"S/ 502,116"
4386,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3030-look-feel-etapa-2-santiago-de-surco-lima-lima-grupo-t&c,LOOK&FEEL - Etapa 2,-12.1050154,-76.96628640000002,Calle Aldebaran 178,Santiago De Surco,En planos,"31 de Marzo, 2026",Financiamiento Propio,"['Boulevard peatonal', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo 11,Pisos: Entre 4 al 11,2,74.43 m2,"S/ 571,775"
395,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2665-bertolotto-etapa-iv-san-miguel-lima-lima-grupo-tyc,Bertolotto - Etapa IV,-12.0915197,-77.0828203,Av. Bertolotto 760,San Miguel,En construcción,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,12,Piso: 1,1,35.81 m2,"S/ 235,832"
4280,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 510,Piso: 5,2,69.82 m2,"S/ 551,000"
2466,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2824-velvet-pueblo-libre-lima-lima-beca-inmobiliaria,Velvet,-12.069954,-77.06865599999999,General Ramón Pizarro 430,Pueblo Libre,En construcción,"31 de Diciembre, 2024",Banco Scotiabank,"['Lobby', 'Terraza', 'Zona de Parrillas']",duplex,Tipo 6,Piso: 11,2,111.86 m2,"S/ 725,000"
1667,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2373-almare-chorrillos-lima-lima-la-muralla,ALMARE,-12.16978120273627,-77.02790331319355,"Avenida Mariscal Castilla 555, Chorrillos",Chorrillos,Entrega inmediata,"30 de Mayo, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,1,Piso: 5,2,47.94 m2,"S/ 250,000"
4291,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2351-liberty-one-lince-lima-lima-procity,LIBERTY ONE,-12.0896464,-77.0420281,avenida manuel villavicencio 1045,Lince,En construcción,"31 de Marzo, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 2B,"Pisos: 6, 10, 15, 17",3,86.60 m2,"$ 240,000"
6347,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1418-allegro-loft-san-miguel-lima-lima-urbana-per%C3%BA,ALLEGRO LOFT,-12.08720799825548,-77.09274686069341,Av. Costanera 980,San Miguel,Entrega inmediata,"30 de Julio, 2023",Banco Interbank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO A-05,Piso: 1,1,58.35 m2,"S/ 481,500"
808,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2787-condominio-portofino-casa-club-jesus-maria-lima-lima-inverplus,Condominio Portofino Casa Club,-12.0850837,-77.04942539999999,Calle Daniel Olaechea 134,Jesus Maria,En construcción,"31 de Octubre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,C,Pisos: Entre 1 al 9,1,49.34 m2,"S/ 411,000"
3133,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2774-faisanes-343-chorrillos-lima-lima-actual,Faisanes 343,-12.1778141,-76.9999883,Av. Faisanes 343,Chorrillos,En construcción,"31 de Agosto, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO A3,"Pisos: 5, 8, 9, 11",3,64.55 m2,"S/ 383,500"
3103,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2818-the-sight-barranco-lima-lima-edifica,The Sight,-12.1384992,-77.0256485,"Av. El Sol Oeste 455, Barranco",Barranco,En construcción,"01 de Julio, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Parrillas', 'Otros']",flat,4,Piso: 5,1,36.02 m2,"S/ 464,381"
230,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2115-alborada-san-miguel-lima-lima-grupo-mg,ALBORADA,-12.085133683930286,-77.09409531208384,Av. La Paz 1150,San Miguel,Entrega inmediata,"31 de Octubre, 2023",Banco BCP,"['Área de juegos para niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,A1,Piso: 15,2,64.20 m2,"S/ 334,000"
6285,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2626-arandanos-aramburu-surquillo-lima-lima-abril-grupo-inmobiliario,Arándanos - Aramburú,-12.1025107,-77.01771819999999,Av. Aramburú 1160,Surquillo,En construcción,"31 de Julio, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,ARA-1-X01A,"Pisos: 2, 4, 14, 16, 22",3,71.54 m2,"S/ 535,133"
1315,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3238-la-rosa-park-jesus-maria-lima-lima-infinity-group,La Rosa Park,-12.087301244590025,-77.05873428808431,Quiñones 102,Jesus Maria,En planos,"31 de Diciembre, 2025",Banco BCP,"['Cuarto servicio', 'Lobby']",flat,Tipo 4,"Pisos: 2, 3, 4, 5, 6",2,61.40 m2,"S/ 530,000"
4300,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2351-liberty-one-lince-lima-lima-procity,LIBERTY ONE,-12.0896464,-77.0420281,avenida manuel villavicencio 1045,Lince,En construcción,"31 de Marzo, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,2003,Piso: 20,3,85.71 m2,"$ 219,000"
6281,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2391-florece-chorrillos-lima-lima-la-muralla,FLORECE,-12.1803506,-77.0016151,"Av. Los Faisanes 222-226, Chorrillos",Chorrillos,En construcción,"31 de Enero, 2025",BBVA,"['Gimnasio', 'Jardin interior', 'Lobby', 'Zona de Parrillas', 'Otros']",flat,6,"Pisos: 2, 6, 14",3,67.32 m2,"S/ 315,000"
2766,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2644-c-gonzales-239-san-miguel-lima-lima-v&v-grupo-inmobiliario,C. GONZALES 239,-12.0756621,-77.0910708,C. Carlos Gonzalez 239 San Miguel 15088,San Miguel,En construcción,"31 de Enero, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Salon Gourmet', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 2,Pisos: Entre 13 al 21,3,78.00 m2,"S/ 569,000"
319,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2715-central-park-cercado-de-lima-lima-lima-tribeca-inmobiliaria,CENTRAL PARK,-12.078525,-77.036408,Av. Arenales 1387,Cercado de lima,En construcción,"31 de Julio, 2025",Banco Scotiabank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas']",flat,TIPO 5,Pisos: Entre 7 al 21,3,60.50 m2,"S/ 430,222"
1410,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3198-hernandez-1273-pueblo-libre-lima-lima-rb-arquitectura,Hernández 1273,-12.080061208726356,-77.07032557523331,Jirón Daniel Hernández N° 1273,Pueblo Libre,En planos,"31 de Mayo, 2025",Otros,"['Lobby', 'Otros']",duplex,TIPO D1,Piso: 7,3,134.00 m2,"S/ 749,000"
6282,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3034-concepto-family-too-san-miguel-lima-lima-imagina,Concepto Family Too,-12.0751366,-77.0898145,"Calle Carlos Gonzales, Esq. Con Jr. Cesar Lopez Rojas",San Miguel,En planos,"31 de Diciembre, 2026",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de usos Múltiples', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,2 Dormitorios + Kitchenette,Pisos: Entre 2 al 22,2,55.10 m2,"S/ 385,924"
4739,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,106,Piso: 1,1,46.68 m2,"S/ 342,000"
4722,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2745-salaverry-2431-san-isidro-lima-lima-v&v-grupo-inmobiliario,SALAVERRY 2431,-12.0901573,-77.05153899999999,Av. Salaverry 2431,San Isidro,En construcción,"31 de Mayo, 2026",Financiamiento Propio,"['Gimnasio', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,Tipo X07,Pisos: Entre 2 al 27,2,55.55 m2,"S/ 497,000"
4045,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2511-miramar-etapa-ii-san-bartolo-lima-lima-octagon,Miramar Etapa II,-12.382257666090016,-76.78487423416375,Urbanización Casco Urbano San Bartolo Manzana Z 2 Lote 1,San Bartolo,En construcción,"30 de Septiembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Cancha de Fulbito', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Minimarket', 'Piscina', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,Tipo 1,Piso: 10,2,105.90 m2,"S/ 613,000"
3562,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,DORUÉ,-12.108786,-77.0255908,"Av. Domingo Orué 230, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,2110,Piso: 21,2,68.50 m2,"S/ 500,000"
5989,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2331-print-chorrillos-lima-lima-casaideal-inmobiliaria,PRINT,-12.1788909,-76.998734,"Calle Ontario 200, La Campiña, Chorrillos",Chorrillos,En construcción,"30 de Noviembre, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Bloque C Flat Tipo 03,Piso: 6,3,65.33 m2,"S/ 373,500"
4679,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,PASEO DE LA ARBOLEDA 4,-12.14157370047621,-77.01076472165404,jr combate de angamos 542,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,M-Tipo 3,Pisos: 2 y 11,2,69.00 m2,"S/ 405,000"
3148,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2774-faisanes-343-chorrillos-lima-lima-actual,Faisanes 343,-12.1778141,-76.9999883,Av. Faisanes 343,Chorrillos,En construcción,"31 de Agosto, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO B101,Piso: 1,2,87.68 m2,"S/ 407,600"
3556,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,DORUÉ,-12.108786,-77.0255908,"Av. Domingo Orué 230, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,1909,Piso: 19,2,66.50 m2,"S/ 498,000"
4138,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2559-residencial-vernazza-san-miguel-lima-lima-dkasa,Residencial Vernazza,-12.076657250901755,-77.10004986811776,Av. Andres Razuri 364 San Miguel,San Miguel,En construcción,"30 de Junio, 2025","Banco BCP, Otros","['Lobby', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,A,"Pisos: 11, 12, 13, 14, 15",1,41.30 m2,"S/ 284,000"
3544,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,DORUÉ,-12.108786,-77.0255908,"Av. Domingo Orué 230, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,2,"Pisos: 9, 13, 14, 15, 16",1,51.00 m2,"S/ 448,000"
4935,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2504-varela-living-bre%C3%B1a-lima-lima-grupo-tyc,VARELA LIVING,-12.0670046,-77.0528144,General Felipe Varela 1960,Breña,Entrega inmediata,"31 de Marzo, 2022",Financiamiento Propio,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,TIPO 8B,Piso: 16,3,129.73 m2,"S/ 737,946"
5183,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3247-parque-rospigliosi-pueblo-libre-lima-lima-concreta-grupo-inmobiliario,Parque Rospigliosi,-12.0820372,-77.0631387,Parque Rospigliosi 140,Pueblo Libre,En construcción,"28 de Febrero, 2025",Banco BCP,"['Lobby', 'Otros']",duplex,TIPO 6,Piso: 5,3,167.00 m2,"S/ 870,000"
2518,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2617-pardo-669-miraflores-lima-lima-v&v-grupo-inmobiliario,PARDO 669,-12.1192987,-77.03532109999999,Av. José Pardo 669 Miraflores,Miraflores,En planos,"30 de Octubre, 2025",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 2104-A,Piso: 21,1,55.50 m2,"S/ 580,000"
491,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2800-derby-182-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,DERBY 182,-12.097971285025372,-76.97209653907143,Derby 182,Santiago De Surco,En planos,"30 de Junio, 2026",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo X01,Pisos: 14 y 16,1,44.50 m2,"S/ 391,000"
274,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3372-residencial-lobo-san-borja-lima-lima-grupo-dicon,RESIDENCIAL LOBO,-12.106591,-76.9846506,Jr Hrno Lobo N°511 Esquina con Av Velasco Astete,San Borja,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Otros']",duplex,TIPO 18-D,Piso: 5,3,185.34 m2,"$ 318,471"
2862,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1995-condominio-felizia-chorrillos-lima-lima-la-venturosa,Condominio Felizia,-12.177773110918764,-76.9999210325216,Av. Los Faisanes 327,Chorrillos,Entrega inmediata,"31 de Diciembre, 2023",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO TA-12,Piso: 11,2,53.15 m2,"S/ 296,570"
3921,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3170-allegra-san-miguel-lima-lima-dkasa,Allegra,-12.0906279,-77.0797693,Grau 355,San Miguel,En construcción,"31 de Marzo, 2025",Banco BANBIF,"['Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",duplex,I,Piso: 9,2,100.45 m2,"S/ 647,463"
1965,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3390-residencial-seiss-comas-lima-lima-lider,RESIDENCIAL SEISS,-11.933657810275037,-77.06357006354521,Calle 18,Comas,En planos,"31 de Octubre, 2026",BBVA,"['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T10,Pisos: Entre 2 al 17,2,57.47 m2,"S/ 257,700"
