,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
9,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2706-high-line-santiago-de-surco-lima-lima-tribeca-inmobiliaria,HIGH LINE,-12.1159754,-76.9909747,Av. Caminos del Inca 508 esquina con Jr. Cañón del Pato,Santiago De Surco,En construcción,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Salon Gourmet', 'Techos Ecológicos', 'Terraza', 'Zona de Parrillas']",flat,TIPO 10,Pisos: Entre 2 al 16,1,55.66 m2,"S/ 464,250"
3908,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2261-vista-marina-356-chorrillos-lima-lima-tale-inmobiliaria,VISTA MARINA 356,-12.1591315,-77.024261,Malecón Costa Sur 356,Chorrillos,Entrega inmediata,"31 de Julio, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza']",flat,X05,Piso: 2,3,129.97 m2,"$ 346,000"
5827,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2037-pueblo-libre-pueblo-libre-lima-lima-ee-inmobiliaria,Pueblo Libre,-12.0837528,-77.0658852,Av. La Marina 449,Pueblo Libre,Entrega inmediata,"29 de Febrero, 2024",Banco BANBIF,['Lobby'],flat,701,Piso: 7,3,80.97 m2,"S/ 496,000"
4880,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3067-cosmos-miraflores-lima-lima-llosa-edificaciones-urban,COSMOS,-12.118554202086711,-77.03987712638173,óvalo julio ramon ribeyro,Miraflores,En planos,"30 de Julio, 2026",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,15,Pisos: Entre 11 al 21,2,104.03 m2,"$ 322,389"
2194,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3325-edificio-sialia-jesus-maria-lima-lima-grupo-cygnus,Edificio Sialia,-12.0736972,-77.0466613,"Av. 6 de Agosto 1184, Jesús María",Jesus Maria,En planos,"31 de Mayo, 2027",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 3,Pisos: Entre 2 al 16,2,48.95 m2,"S/ 335,993"
6297,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2841-botanika-jesus-maria-lima-lima-san-charbel-edificaciones,Botanika,-12.0810085676838,-77.05712058350858,Av. Garzón 2160,Jesus Maria,En construcción,"30 de Noviembre, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 3,Piso: 3,1,29.40 m2,"S/ 230,000"
5773,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3337-vanderghen-400-miraflores-lima-lima-aurora-grupo-inmobiliario,Vanderghen 400,-12.109729,-77.0406876,Av. Jorge Vanderghen 406,Miraflores,En planos,"01 de Junio, 2026",Banco Scotiabank,['Lobby'],duplex,PENTHOUSE 5,Piso: 9,2,142.00 m2,"$ 391,000"
4374,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3030-look-feel-etapa-2-santiago-de-surco-lima-lima-grupo-t&c,LOOK&FEEL - Etapa 2,-12.1050154,-76.96628640000002,Calle Aldebaran 178,Santiago De Surco,En planos,"31 de Marzo, 2026",Financiamiento Propio,"['Boulevard peatonal', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,Tipo 9B,Piso: 1,1,92.84 m2,"S/ 586,036"
2664,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar,Hara (Etapa 5),-12.0811666,-77.01201929999999,"Calle Fermin tanguis 160, La victoria",La Victoria,En construcción,"30 de Septiembre, 2025",Banco BANBIF,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de cine', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X01-C,Pisos: Entre 4 al 18,3,69.00 m2,"S/ 489,020"
1959,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3390-residencial-seiss-comas-lima-lima-lider,RESIDENCIAL SEISS,-11.933657810275037,-77.06357006354521,Calle 18,Comas,En planos,"31 de Octubre, 2026",BBVA,"['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,T03,Pisos: Entre 2 al 17,2,57.42 m2,"S/ 258,700"
4389,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3208-girasol-jesus-maria-lima-lima-abril-grupo-inmobiliario,Girasol,-12.0757356,-77.0507258,"Av. Mello Franco 341, Jesús María 15072",Jesus Maria,En planos,"31 de Julio, 2026",Banco Scotiabank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,GIR X12,Pisos: Entre 4 al 17,1,39.36 m2,"S/ 257,263"
5606,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,707,Piso: 7,3,60.50 m2,"S/ 336,683"
4084,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",duplex,TIPO A6,Piso: 13,1,86.66 m2,"S/ 519,820"
943,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2973-ecovento-san-miguel-lima-lima-ecohabitat-desarrollo-inmobiliario,ECOVENTO,-12.091312846459422,-77.08235788596275,Av. Alfonso Ugarte 119 - 125,San Miguel,En construcción,"30 de Noviembre, 2024",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Terraza']",flat,TIPO P5,Piso: 1,2,84.25 m2,"S/ 470,000"
5014,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3180-mum-363-magdalena-del-mar-lima-lima-tale-inmobiliaria,MUM 363,-12.0949881,-77.0552728,Av. Javier Prado Oeste 2291,Magdalena Del Mar,En planos,"31 de Diciembre, 2026",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala de Niños', 'Salon Gourmet', 'Zona de Parrillas', 'Otros']",flat,X1707,Piso: 17,2,63.26 m2,"S/ 593,000"
4175,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2306-villa-convivium-2-magdalena-del-mar-lima-lima-grupo-caral,Villa Convivium 2,-12.0952671,-77.0723793,Jirón Salaverry 245 cruce con jirón Tacna,Magdalena Del Mar,En construcción,"30 de Abril, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,1D -13,Pisos: 11 y 12,1,41.71 m2,"S/ 301,180"
5226,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X16,Pisos: Entre 4 al 17,2,53.34 m2,"S/ 266,000"
3264,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2344-chiclayo-346-miraflores-lima-lima-jopesa,CHICLAYO 346,-12.114585710544944,-77.03189494448505,Calle chiclayo 340-346,Miraflores,En construcción,"31 de Octubre, 2024",Banco BANBIF,"['Lobby', 'Zona de Parrillas', 'Otros']",duplex,X03D,Piso: 9,3,227.29 m2,"S/ 1,669,296"
2303,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3260-parque-el-rosal-santiago-de-surco-lima-lima-ee-inmobiliaria,Parque El Rosal,-12.13059282199658,-77.01323722680347,Jr. Juan Santos Atahualpa 150,Santiago De Surco,En planos,"31 de Julio, 2025",Banco BCP,['Lobby'],flat,TIPO 4,"Pisos: 2, 4, 5",2,64.00 m2,"$ 128,000"
3758,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3165-albamar-o2-miraflores-lima-lima-albamar-grupo-inmobiliario,Albamar | O2,-12.1112683,-77.0506109,Av. Del Ejercito 1179,Miraflores,En planos,"31 de Diciembre, 2025",Otros,"['Boulevard peatonal', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 7B,Piso: 2,2,67.34 m2,"S/ 542,000"
1818,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2213-checor-las-magnolias-cercado-de-lima-lima-lima-checor-inmobiliaria,Checor | Las Magnolias,-12.0790747,-77.0341997,Av. Petit Thouars 1460,Cercado de lima,Entrega inmediata,"31 de Marzo, 2024",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,1704,Piso: 17,2,96.01 m2,"S/ 628,390"
2141,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3241-residencial-sukha-surquillo-lima-lima-vienna-grupo-inmobiliario,Residencial Sukha,-12.12326071948405,-77.0046061365875,Av. Tomás Marsano 2293,Surquillo,En planos,"30 de Abril, 2026",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,3B,Pisos: Entre 11 al 21,1,40.63 m2,"S/ 310,900"
2471,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria,Park Prado,-12.090106399953376,-77.02012972487617,Av Javier Prado Este 1035,La Victoria,En construcción,"31 de Julio, 2026",BBVA,"['Gimnasio', 'Karaoke', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Sauna', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,X11,Pisos: Entre 3 al 33,3,68.13 m2,"S/ 451,651"
5714,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2241-morar-surquillo-lima-lima-ter-inmobiliaria,Morar,-12.123096,-77.0047778,Av. Tomas Marsano 2273,Surquillo,En construcción,"30 de Junio, 2024","Banco BCP, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,1A,Pisos: 17 y 19,1,66.50 m2,"S/ 474,283"
955,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2340-tempo-2-la-victoria-lima-lima-urbana-per%C3%BA,TEMPO 2,-12.0834991,-77.0257982,Av. Paseo de la República 2099 – Santa Catalina,La Victoria,En construcción,"30 de Octubre, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO X09-A,"Pisos: 2, 12, 16, 18, 20",1,44.60 m2,"S/ 333,364"
87,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2924-ble-santiago-de-surco-lima-lima-ee-inmobiliaria,Blé,-12.1246371,-76.9865786,Av. Velasco Astete 1752,Santiago De Surco,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Areas verdes', 'Lobby', 'Terraza']",flat,Tipo 03,Pisos: Entre 2 al 7,3,110.85 m2,"$ 210,000"
1140,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2487-libertad-san-miguel-lima-lima-capac-asociados,Libertad,-12.0793846,-77.1040247,Av Libertad 2401,San Miguel,En planos,"30 de Noviembre, 2025",Banco Pichincha,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,BX03,Pisos: Entre 2 al 13,3,66.00 m2,"S/ 330,000"
3562,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,DORUÉ,-12.108786,-77.0255908,"Av. Domingo Orué 230, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,2110,Piso: 21,2,68.50 m2,"S/ 500,000"
5978,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2331-print-chorrillos-lima-lima-casaideal-inmobiliaria,PRINT,-12.1788909,-76.998734,"Calle Ontario 200, La Campiña, Chorrillos",Chorrillos,En construcción,"30 de Noviembre, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Bloque A Flat Tipo 05 y 104,"Pisos: 3, 4, 5, 6, 7",2,57.84 m2,"S/ 334,000"
686,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3347-maximo-abril-jesus-maria-lima-lima-abril-grupo-inmobiliario,Máximo Abril,-12.071303,-77.0396927,Calle Máximo Abril 576,Jesus Maria,En planos,"30 de Noviembre, 2026",Banco Scotiabank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,MAX-T06-07,Pisos: Entre 2 al 17,2,58.02 m2,"S/ 363,110"
1084,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1810-dos-de-mayo-lince-lince-lima-lima-initalia,Dos de Mayo- Lince,-12.090064996564706,-77.03493570273388,Arenales 2570,Lince,Entrega inmediata,"31 de Julio, 2024",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T-1,Pisos: Entre 3 al 16,2,58.95 m2,"S/ 480,000"
6204,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2046-madero-san-miguel-lima-lima-ciudaris,MADERO,-12.0785852,-77.0951022,AV. PATRIOTAS 171,San Miguel,Entrega inmediata,"31 de Marzo, 2023",BBVA,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 3,Piso: 8,2,57.35 m2,"S/ 413,000"
2543,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2902-pradera-del-rimac-etapa-4-rimac-lima-lima-besco,Pradera del Rímac - Etapa 4,-12.015756776780997,-77.04296826808311,Av. Morro de Arica 205,Rimac,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Club House', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,ETAPA 4 - TORRE 3- FLAT - Tipo 1C,Piso: 1,3,62.76 m2,"S/ 308,500"
4805,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3327-colon-524-miraflores-lima-lima-constructora-magnifica,Colón 524,-12.1282973,-77.031466,Colón 524,Miraflores,En construcción,"31 de Diciembre, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Otros']",flat,TIPO X01,Pisos: 3 y 7,3,102.90 m2,"$ 277,300"
4272,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1209,Piso: 12,2,68.08 m2,"S/ 535,000"
4789,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2783-galicia-santiago-de-surco-lima-lima-inhouse,Galicia,-12.115314757821263,-76.99473555299562,C. La Joya 195,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Otros']",flat,504,Piso: 5,2,91.00 m2,"S/ 763,474"
3750,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3313-la-fuente-281-san-isidro-lima-lima-tale-inmobiliaria,La Fuente 281,-12.1028277,-77.0566375,"Calle General La Fuente 281, San Isidro",San Isidro,En planos,"30 de Septiembre, 2025",Otros,"['Lobby', 'Terraza']",duplex,X404,Piso: 4,1,164.00 m2,"$ 346,700"
2426,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3248-live-miraflores-lima-lima-brilliare,Live,-12.1240039,-77.03712879999999,Jorge Chavez 568,Miraflores,En planos,"30 de Septiembre, 2025",Financiamiento Propio,"['Ascensor directo', 'Lobby', 'Otros']",duplex,D01,Piso: 2,4,141.60 m2,"$ 327,535"
531,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2140-venezia-magdalena-del-mar-lima-lima-grupo-inmobiliario-s&m,VENEZIA,-12.097252907325611,-77.0624603183592,"Lorenzo Rockovich 136, magdalena del mar",Magdalena Del Mar,En construcción,"31 de Octubre, 2024",Banco Scotiabank,['Lobby'],flat,TIPO F,"Pisos: 2, 3, 5, 6",2,64.32 m2,"S/ 589,493"
1014,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3219-taller-miraflores-lima-lima-paz,Taller,-12.1129038,-77.0465743,CALLE TORIBIO POLO 450,Miraflores,En planos,"31 de Julio, 2026",Banco Interbank,"['Gimnasio', 'Lobby', 'Piscina', 'Zona de Parrillas']",flat,1,Piso: 3,1,45.84 m2,"S/ 377,705"
2924,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2500-gardenia-lince-lima-lima-abril-grupo-inmobiliario,Gardenia,-12.0809774,-77.03270780000001,JR BARTOLOME HERRERA 415,Lince,Entrega inmediata,"30 de Junio, 2024",Banco BCP,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,TIPO B 1601,Piso: 15,2,80.18 m2,"S/ 467,065"
4032,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2646-balance-santiago-de-surco-lima-lima-madrid-inmobiliaria,Balance,-12.1158043,-76.9940773,Jr. Fortaleza de Paramonga 160,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Piscina', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,Flat Nivel de Ingreso 2,Piso: 1,2,124.50 m2,"S/ 962,000"
2623,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2911-residencial-real-etapa-2-la-victoria-lima-lima-paz,Residencial Real Etapa 2,-12.0726186,-77.0300678,"Jr. Francia N° 130, La Victoria",La Victoria,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,9,Pisos: Entre 2 al 18,2,71.10 m2,"S/ 416,393"
4516,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3167-hometown-condominio-san-borja-lima-lima-esparq-inversiones,Hometown Condominio,-12.0940626,-76.9894345,Durero 490 san borja,San Borja,En construcción,"30 de Mayo, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet']",duplex,TORRE K TIPO 19,Piso: 4,4,218.23 m2,"$ 393,000"
4763,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,709,Piso: 7,2,61.15 m2,"S/ 479,000"
4540,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2192-tree-san-isidro-san-isidro-lima-lima-grupo-t&c,Tree San Isidro,-12.0914909,-77.0297293,AV JAVIER PRADO ESTE 413,San Isidro,En construcción,"31 de Julio, 2026",Financiamiento Propio,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Otros']",flat,Tipo 9,Pisos: Entre 4 al 33,1,54.22 m2,"S/ 408,576"
5776,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2941-conde-de-la-vega-251-santiago-de-surco-lima-lima-grupo-edifikarte,CONDE DE LA VEGA 251,-12.11465818716117,-76.9825315611808,conde de la vega 251,Santiago De Surco,En construcción,"28 de Febrero, 2025",Banco BCP,"['Lobby', 'Video vigilancia', 'Zona de Parrillas']",flat,E,"Pisos: 2, 3, 5",3,123.68 m2,"S/ 1,104,000"
1053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1301-reserva-748-cercado-de-lima-lima-lima-cantabria,Reserva 748,-12.0718416,-77.03655839999999,Av. Arequipa 748 -768,Cercado de lima,Entrega inmediata,"30 de Agosto, 2022",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería']",flat,Tipo 6,"Pisos: 4, 11, 17, 18, 20",2,60.96 m2,"S/ 460,000"
48,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2727-concepto-urban-park-ii-cercado-de-lima-lima-lima-imagina,Concepto Urban Park,-12.0758939,-77.03461109999999,Av. Petit Thouars 1140,Cercado de lima,Entrega inmediata,"30 de Junio, 2024",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,3D+C,Pisos: Entre 2 al 20,3,72.30 m2,"S/ 512,344"
5064,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2730-emerald-pueblo-libre-2-pueblo-libre-lima-lima-fai-inmobiliaria,Emerald Pueblo Libre 2,-12.076693493713218,-77.0567324978256,Calle Jose Ugarteche 103 Pueblo Libre,Pueblo Libre,En construcción,"31 de Octubre, 2025",Banco BCP,"['Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X8,"Pisos: 6, 7, 9",3,69.73 m2,"S/ 469,644"
4931,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2504-varela-living-bre%C3%B1a-lima-lima-grupo-tyc,VARELA LIVING,-12.0670046,-77.0528144,General Felipe Varela 1960,Breña,Entrega inmediata,"31 de Marzo, 2022",Financiamiento Propio,"['Área de juegos para niños', 'Club House', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,TIPO 2B,Piso: 16,3,138.66 m2,"S/ 750,219"
4237,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1504,Piso: 15,1,40.99 m2,"S/ 354,000"
4258,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Dpto. 1506,Piso: 15,1,40.21 m2,"S/ 350,000"
1609,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1949-brasil-3395-magdalena-del-mar-lima-lima-evergran-grupo-inmobiliario,BRASIL 3395,-12.0908564,-77.06650599999999,Av Brasil 3395,Magdalena Del Mar,Entrega inmediata,"01 de Junio, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 4,Piso: 18,2,55.76 m2,"S/ 414,182"
1684,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3119-hercelles-la-victoria-lima-lima-balance-grupo-inmobiliario,HERCELLES,-12.0868088,-77.0229109,Jirón Oswaldo Hercelles 266,La Victoria,En planos,"30 de Septiembre, 2025",Banco Interbank,"['Lobby', 'Sala de usos Múltiples', 'Otros']",flat,X01,Pisos: Entre 1 al 7,3,81.18 m2,"S/ 554,000"
630,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3011-torre-castelo-cercado-de-lima-lima-lima-capac-asociados,TORRE CASTELO,-12.07758526037867,-77.03489898523888,"Teodoro Cardenas 244, Santa Beatriz",Cercado de lima,En planos,"31 de Octubre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Zona de Lavandería']",flat,X04A,Pisos: Entre 2 al 19,2,57.00 m2,"S/ 360,000"
5260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,Piknik Park,-12.120166280699031,-77.02497511242711,Avenida Paseo de la republica 5613,Miraflores,En construcción,"31 de Julio, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,2,Pisos: Entre 2 al 15,1,67.45 m2,"S/ 554,400"
